date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,first_shooter,home_form_pts,away_form_pts,home_venue_type,home_aproveitamento,away_venue_type,away_aproveitamento,rest_days_diff,home_h2h_pts,away_h2h_pts,home_form_gd,away_form_gd,home_pen_win_rate,away_pen_win_rate,tournament_weight
2018-09-06,Dominica,Suriname,0.0,0.0,CONCACAF Nations League qualification,Les Abymes,Guadeloupe,True,No shootout,No shootout,0.0,0.0,Neutro,0.0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-06,Guyana,Barbados,3.0,0.0,CONCACAF Nations League qualification,Leonora,Guyana,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-06,Wales,Republic of Ireland,4.0,1.0,UEFA Nations League,Cardiff,Wales,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Czech Republic,Ukraine,1.0,2.0,UEFA Nations League,Uherské Hradiště,Czech Republic,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Norway,Cyprus,2.0,0.0,UEFA Nations League,Oslo,Norway,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Slovenia,Bulgaria,1.0,2.0,UEFA Nations League,Ljubljana,Slovenia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Germany,France,0.0,0.0,UEFA Nations League,Munich,Germany,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Latvia,Andorra,0.0,0.0,UEFA Nations League,Riga,Latvia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Armenia,Liechtenstein,2.0,1.0,UEFA Nations League,Yerevan,Armenia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Gibraltar,North Macedonia,0.0,2.0,UEFA Nations League,Gibraltar,Gibraltar,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-06,Kazakhstan,Georgia,0.0,2.0,UEFA Nations League,Astana,Kazakhstan,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Azerbaijan,Kosovo,0.0,0.0,UEFA Nations League,Baku,Azerbaijan,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Faroe Islands,Malta,3.0,1.0,UEFA Nations League,Tórshavn,Faroe Islands,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Lithuania,Serbia,0.0,1.0,UEFA Nations League,Vilnius,Lithuania,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Albania,Israel,1.0,0.0,UEFA Nations League,Elbasan,Albania,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Turkey,Russia,1.0,2.0,UEFA Nations League,Trabzon,Turkey,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Italy,Poland,1.0,1.0,UEFA Nations League,Bologna,Italy,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Romania,Montenegro,0.0,0.0,UEFA Nations League,Ploiești,Romania,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-07,Anguilla,French Guiana,0.0,5.0,CONCACAF Nations League qualification,The Valley,Anguilla,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-07,Antigua and Barbuda,Saint Lucia,0.0,3.0,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-07,Belize,Bahamas,4.0,0.0,CONCACAF Nations League qualification,Belmopan,Belize,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-08,Belarus,San Marino,5.0,0.0,UEFA Nations League,Minsk,Belarus,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Gabon,Burundi,1.0,1.0,African Cup of Nations qualification,Libreville,Gabon,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Comoros,Cameroon,1.0,1.0,African Cup of Nations qualification,Mitsamiouli,Comoros,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Equatorial Guinea,Sudan,1.0,0.0,African Cup of Nations qualification,Bata,Equatorial Guinea,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Luxembourg,Moldova,4.0,0.0,UEFA Nations League,Luxembourg,Luxembourg,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Finland,Hungary,1.0,0.0,UEFA Nations League,Tampere,Finland,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Estonia,Greece,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Northern Ireland,Bosnia and Herzegovina,1.0,2.0,UEFA Nations League,Belfast,Northern Ireland,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Switzerland,Iceland,6.0,0.0,UEFA Nations League,St. Gallen,Switzerland,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,South Africa,Libya,0.0,0.0,African Cup of Nations qualification,Durban,South Africa,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Gambia,Algeria,1.0,1.0,African Cup of Nations qualification,Bakau,Gambia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,England,Spain,1.0,2.0,UEFA Nations League,London,England,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Kenya,Ghana,1.0,0.0,African Cup of Nations qualification,Nairobi,Kenya,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Mauritania,Burkina Faso,2.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Seychelles,Nigeria,0.0,3.0,African Cup of Nations qualification,Victoria,Seychelles,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Morocco,Malawi,3.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Montserrat,El Salvador,1.0,2.0,CONCACAF Nations League qualification,Lookout,Montserrat,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-08,Cuba,Turks and Caicos Islands,11.0,0.0,CONCACAF Nations League qualification,Havana,Cuba,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-08,Egypt,Niger,6.0,0.0,African Cup of Nations qualification,Alexandria,Egypt,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Uganda,Tanzania,0.0,0.0,African Cup of Nations qualification,Kira,Uganda,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Namibia,Zambia,1.0,1.0,African Cup of Nations qualification,Windhoek,Namibia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Mozambique,Guinea-Bissau,2.0,2.0,African Cup of Nations qualification,Maputo,Mozambique,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-08,Saint Vincent and the Grenadines,Nicaragua,0.0,2.0,CONCACAF Nations League qualification,Kingstown,Saint Vincent and the Grenadines,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-09,Georgia,Latvia,1.0,0.0,UEFA Nations League,Tbilisi,Georgia,False,No shootout,No shootout,3.0,1.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.5
2018-09-09,Rwanda,Ivory Coast,1.0,2.0,African Cup of Nations qualification,Kigali,Rwanda,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Congo,Zimbabwe,1.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Liechtenstein,Gibraltar,2.0,0.0,UEFA Nations League,Vaduz,Liechtenstein,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-1.0,-2.0,0.5,0.5,2.5
2018-09-09,North Macedonia,Armenia,2.0,0.0,UEFA Nations League,Skopje,North Macedonia,False,No shootout,No shootout,3.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,2.5
2018-09-09,Denmark,Wales,2.0,0.0,UEFA Nations League,Aarhus,Denmark,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,87.0,0.0,0.0,0.0,3.0,0.5,0.5,2.5
2018-09-09,Cyprus,Slovenia,2.0,1.0,UEFA Nations League,Nicosia,Cyprus,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-2.0,-1.0,0.5,0.5,2.5
2018-09-09,Bulgaria,Norway,1.0,0.0,UEFA Nations League,Sofia,Bulgaria,False,No shootout,No shootout,3.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,2.5
2018-09-09,Ukraine,Slovakia,1.0,0.0,UEFA Nations League,Lviv,Ukraine,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,-87.0,0.0,0.0,1.0,0.0,0.5,0.5,2.5
2018-09-09,France,Netherlands,2.0,1.0,UEFA Nations League,Paris,France,False,No shootout,No shootout,1.0,0.0,Casa,0.0,Fora,0.0,-87.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Angola,Botswana,1.0,0.0,African Cup of Nations qualification,Luanda,Angola,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Eswatini,Tunisia,0.0,2.0,African Cup of Nations qualification,Manzini,Eswatini,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Togo,Benin,0.0,0.0,African Cup of Nations qualification,Lomé,Togo,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Liberia,DR Congo,1.0,1.0,African Cup of Nations qualification,Monrovia,Liberia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Lesotho,Cape Verde,1.0,1.0,African Cup of Nations qualification,Maseru,Lesotho,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Guinea,Central African Republic,1.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,United States Virgin Islands,Canada,0.0,8.0,CONCACAF Nations League qualification,Bradenton,United States,True,No shootout,No shootout,0.0,0.0,Neutro,0.0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-09,South Sudan,Mali,0.0,3.0,African Cup of Nations qualification,Juba,South Sudan,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Saint Kitts and Nevis,Puerto Rico,1.0,0.0,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-09,Jamaica,Cayman Islands,4.0,0.0,CONCACAF Nations League qualification,Kingston,Jamaica,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-09,Aruba,Bermuda,3.0,1.0,CONCACAF Nations League qualification,Willemstad,Curaçao,True,No shootout,No shootout,0.0,0.0,Neutro,0.0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-09,Madagascar,Senegal,2.0,2.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-09,Bonaire,Dominican Republic,0.0,5.0,CONCACAF Nations League qualification,Willemstad,Curaçao,True,No shootout,No shootout,0.0,0.0,Neutro,0.0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-10,Scotland,Albania,2.0,0.0,UEFA Nations League,Glasgow,Scotland,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,87.0,0.0,0.0,0.0,1.0,0.5,0.5,2.5
2018-09-10,Portugal,Italy,1.0,0.0,UEFA Nations League,Lisbon,Portugal,False,No shootout,No shootout,0.0,1.0,Casa,0.0,Fora,0.0,87.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-09-10,Sweden,Turkey,2.0,3.0,UEFA Nations League,Stockholm,Sweden,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,87.0,0.0,0.0,0.0,-1.0,0.5,0.5,2.5
2018-09-10,Serbia,Romania,2.0,2.0,UEFA Nations League,Belgrade,Serbia,False,No shootout,No shootout,3.0,1.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,2.5
2018-09-10,Montenegro,Lithuania,2.0,0.0,UEFA Nations League,Podgorica,Montenegro,False,No shootout,No shootout,1.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.5,2.5
2018-09-10,Kosovo,Faroe Islands,2.0,0.0,UEFA Nations League,Pristina,Kosovo,False,No shootout,No shootout,1.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,2.5
2018-09-10,Andorra,Kazakhstan,1.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False,No shootout,No shootout,1.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,0.5,2.5
2018-09-10,Malta,Azerbaijan,1.0,1.0,UEFA Nations League,Attard,Malta,False,No shootout,No shootout,0.0,1.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-2.0,0.0,0.5,0.5,2.5
2018-09-10,Haiti,Sint Maarten,13.0,0.0,CONCACAF Nations League qualification,Port-au-Prince,Haiti,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-10,Curaçao,Grenada,10.0,0.0,CONCACAF Nations League qualification,Willemstad,Curaçao,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-11,Moldova,Belarus,0.0,0.0,UEFA Nations League,Chișinău,Moldova,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-4.0,5.0,0.5,0.5,2.5
2018-09-11,Spain,Croatia,6.0,0.0,UEFA Nations League,Elche,Spain,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,-87.0,0.0,0.0,1.0,0.0,0.5,0.5,2.5
2018-09-11,San Marino,Luxembourg,0.0,3.0,UEFA Nations League,Serravalle,San Marino,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-5.0,4.0,0.5,0.5,2.5
2018-09-11,Finland,Estonia,1.0,0.0,UEFA Nations League,Turku,Finland,False,No shootout,No shootout,3.0,0.0,Casa,100.0,Fora,0.0,0.0,0.0,0.0,1.0,-1.0,0.5,0.5,2.5
2018-09-11,Iceland,Belgium,0.0,3.0,UEFA Nations League,Reykjavík,Iceland,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,-87.0,0.0,0.0,-6.0,0.0,0.5,0.5,2.5
2018-09-11,Bosnia and Herzegovina,Austria,1.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,-87.0,0.0,0.0,1.0,0.0,0.5,0.5,2.5
2018-09-11,Saint Martin,Guadeloupe,0.0,3.0,CONCACAF Nations League qualification,The Valley,Anguilla,True,No shootout,No shootout,0.0,0.0,Neutro,0.0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5
2018-09-11,Hungary,Greece,2.0,1.0,UEFA Nations League,Budapest,Hungary,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,100.0,0.0,0.0,0.0,-1.0,1.0,0.5,0.5,2.5
2018-10-10,Zambia,Guinea-Bissau,2.0,1.0,African Cup of Nations qualification,Lusaka,Zambia,False,No shootout,No shootout,1.0,1.0,Casa,0.0,Fora,33.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-10-10,Ethiopia,Kenya,0.0,0.0,African Cup of Nations qualification,Bahir Dar,Ethiopia,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,58.0,0.0,0.0,0.0,1.0,0.5,0.5,2.5
2018-10-11,Israel,Scotland,2.0,1.0,UEFA Nations League,Haifa,Israel,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,3.0,0.0,0.0,-1.0,2.0,0.5,0.5,2.5
2018-10-11,Poland,Portugal,2.0,3.0,UEFA Nations League,Chorzów,Poland,False,No shootout,No shootout,1.0,3.0,Casa,0.0,Fora,0.0,3.0,0.0,0.0,0.0,1.0,0.5,0.5,2.5
2018-10-11,Russia,Sweden,0.0,0.0,UEFA Nations League,Kaliningrad,Russia,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,3.0,0.0,0.0,1.0,-1.0,0.5,0.5,2.5
2018-10-11,Montenegro,Serbia,0.0,2.0,UEFA Nations League,Podgorica,Montenegro,False,No shootout,No shootout,4.0,4.0,Casa,100.0,Fora,100.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,2.5
2018-10-11,Congo,Liberia,3.0,1.0,African Cup of Nations qualification,Brazzaville,Congo,False,No shootout,No shootout,1.0,1.0,Casa,33.3,Fora,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-10-11,Faroe Islands,Azerbaijan,0.0,3.0,UEFA Nations League,Tórshavn,Faroe Islands,False,No shootout,No shootout,3.0,2.0,Casa,100.0,Fora,33.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-10-11,Kosovo,Malta,3.0,1.0,UEFA Nations League,Pristina,Kosovo,False,No shootout,No shootout,4.0,1.0,Casa,100.0,Fora,0.0,0.0,0.0,0.0,1.0,-1.0,0.5,0.5,2.5
2018-10-11,French Guiana,Saint Vincent and the Grenadines,0.0,1.0,CONCACAF Nations League qualification,Cayenne,French Guiana,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,1.0,0.0,0.0,5.0,-2.0,0.5,0.5,1.5
2018-10-11,Lithuania,Romania,1.0,2.0,UEFA Nations League,Vilnius,Lithuania,False,No shootout,No shootout,0.0,2.0,Casa,0.0,Fora,33.3,0.0,0.0,0.0,-1.5,0.0,0.5,0.5,2.5
2018-10-12,United States Virgin Islands,Curaçao,0.0,5.0,CONCACAF Nations League qualification,Bradenton,United States,True,No shootout,No shootout,0.0,3.0,Neutro,0.0,Neutro,0.0,1.0,0.0,0.0,-8.0,10.0,0.5,0.5,1.5
2018-10-12,Belgium,Switzerland,2.0,1.0,UEFA Nations League,Brussels,Belgium,False,No shootout,No shootout,3.0,3.0,Casa,0.0,Fora,0.0,-3.0,0.0,0.0,3.0,6.0,0.5,0.5,2.5
2018-10-12,Belarus,Luxembourg,1.0,0.0,UEFA Nations League,Minsk,Belarus,False,No shootout,No shootout,4.0,6.0,Casa,100.0,Fora,100.0,0.0,0.0,0.0,2.5,3.5,0.5,0.5,2.5
2018-10-12,Greece,Hungary,1.0,0.0,UEFA Nations League,Athens,Greece,False,No shootout,No shootout,3.0,3.0,Casa,0.0,Fora,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5,2.5
2018-10-12,Estonia,Finland,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,No shootout,No shootout,0.0,6.0,Casa,0.0,Fora,0.0,0.0,0.0,3.0,-1.0,1.0,0.5,0.5,2.5
2018-10-12,Austria,Northern Ireland,1.0,0.0,UEFA Nations League,Vienna,Austria,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,-3.0,0.0,0.0,-1.0,-1.0,0.5,0.5,2.5
2018-10-12,Croatia,England,0.0,0.0,UEFA Nations League,Rijeka,Croatia,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,-3.0,0.0,0.0,-6.0,-1.0,0.5,0.5,2.5
2018-10-12,Cameroon,Malawi,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,No shootout,No shootout,1.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,0.0,-3.0,0.5,0.5,2.5
2018-10-12,Moldova,San Marino,2.0,0.0,UEFA Nations League,Chișinău,Moldova,False,No shootout,No shootout,1.0,0.0,Casa,33.3,Fora,0.0,0.0,0.0,0.0,-2.0,-4.0,0.5,0.5,2.5
2018-10-12,Togo,Gambia,1.0,1.0,African Cup of Nations qualification,Lomé,Togo,False,No shootout,No shootout,1.0,1.0,Casa,33.3,Fora,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-10-12,Gabon,South Sudan,3.0,0.0,African Cup of Nations qualification,Libreville,Gabon,False,No shootout,No shootout,1.0,0.0,Casa,33.3,Fora,0.0,1.0,0.0,0.0,0.0,-3.0,0.5,0.5,2.5
2018-10-12,Mali,Burundi,0.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,No shootout,No shootout,3.0,1.0,Casa,0.0,Fora,33.3,-1.0,0.0,0.0,3.0,0.0,0.5,0.5,2.5
2018-10-12,Bermuda,Sint Maarten,12.0,0.0,CONCACAF Nations League qualification,Hamilton,Bermuda,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,1.0,0.0,0.0,-2.0,-13.0,0.5,0.5,1.5
2018-10-12,Dominican Republic,Cayman Islands,3.0,0.0,CONCACAF Nations League qualification,Santiago de los Caballeros,Dominican Republic,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,5.0,-4.0,0.5,0.5,1.5
2018-10-12,Bahamas,Antigua and Barbuda,0.0,6.0,CONCACAF Nations League qualification,Nassau,Bahamas,False,No shootout,No shootout,0.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,-4.0,-3.0,0.5,0.5,1.5
2018-10-12,Grenada,Cuba,0.0,2.0,CONCACAF Nations League qualification,St. George's,Grenada,False,No shootout,No shootout,0.0,3.0,Casa,0.0,Fora,0.0,-2.0,0.0,0.0,-10.0,11.0,0.5,0.5,1.5
2018-10-12,Cape Verde,Tanzania,3.0,0.0,African Cup of Nations qualification,Praia,Cape Verde,False,No shootout,No shootout,1.0,1.0,Casa,0.0,Fora,33.3,-1.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
2018-10-12,Egypt,Eswatini,4.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False,No shootout,No shootout,3.0,0.0,Casa,100.0,Fora,0.0,1.0,0.0,0.0,6.0,-2.0,0.5,0.5,2.5
2018-10-12,Angola,Mauritania,4.0,1.0,African Cup of Nations qualification,Luanda,Angola,False,No shootout,No shootout,3.0,3.0,Casa,100.0,Fora,0.0,-1.0,0.0,0.0,1.0,2.0,0.5,0.5,2.5
2018-10-12,Guinea,Rwanda,2.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,No shootout,No shootout,3.0,0.0,Casa,100.0,Fora,0.0,0.0,0.0,0.0,1.0,-1.0,0.5,0.5,2.5
2018-10-12,Ivory Coast,Central African Republic,4.0,0.0,African Cup of Nations qualification,Bouaké,Ivory Coast,False,No shootout,No shootout,3.0,0.0,Casa,0.0,Fora,0.0,0.0,0.0,0.0,1.0,-1.0,0.5,0.5,2.5
2018-10-12,Algeria,Benin,2.0,0.0,African Cup of Nations qualification,Blida,Algeria,False,No shootout,No shootout,1.0,1.0,Casa,0.0,Fora,33.3,1.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
